station;coords;wiki_link
Teresin;48.85259618072103, 26.039690013491164;https://www.atlaskolejowy.net/ua/tarnopolski/?id=baza&poz=28882
Terespol;52.0765155,23.6222336;https://pl.wikipedia.org/wiki/Terespol
Terespol Pomorski;53.4092853,18.3537954;https://pl.wikipedia.org/wiki/Terespol_Pomorski
Tilsit;55.0809688,21.8882673;https://lt.wikipedia.org/wiki/Tilžė
Tkacze;50.771389, 15.392500;https://pl.wikipedia.org/wiki/Harrachov_(stacja_kolejowa)
Tkacze Repichy;52.498194, 24.612250;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=29872
Tolkmicko;54.3217986,19.5230429;https://pl.wikipedia.org/wiki/Tolkmicko_(przystanek_kolejowy)
Tollmingen;54.458833, 22.435556;https://pl.wikipedia.org/wiki/Czistyje_Prudy_(obw%C3%B3d_kr%C3%B3lewiecki)
Tomaszów Lubelski Wąskotorowy;50.450833, 23.430556;https://pl.wikipedia.org/wiki/Tomaszów_(stacja_kolejowa)
Tomaszów Mazowiecki;51.5194865,20.0337541;https://pl.wikipedia.org/wiki/Tomaszów_Mazowiecki
Toporów;52.260278, 15.261944;https://pl.wikipedia.org/wiki/Toporów_(stacja_kolejowa)
Toruń;53.0145361,18.5965831;https://pl.wikipedia.org/wiki/Toruń
Toruń Mokre;53.028889, 18.624167;https://pl.wikipedia.org/wiki/Toruń_Mokre
Toruń Północny;53.0227265,18.5316976;
Toruń Wschodni;53.0264709,18.6334589;https://pl.wikipedia.org/wiki/Toruń_Wschodni
Toszek;50.4551063,18.5180604;https://pl.wikipedia.org/wiki/Toszek
Trakiszki;54.2468327,23.1980391;https://pl.wikipedia.org/wiki/Trakiszki
Trembowla;49.298611, 25.696111;https://pl.wikipedia.org/wiki/Trembowla_(stacja_kolejowa)
Troki;54.612778, 24.979806;https://www.atlaskolejowy.net/lt/vilniaus/?id=baza&poz=20282
Trstena;49.3608447,19.6192804;
Truskawiec Zdrój;49.28217514911979, 23.506606197195776;https://polska-org.pl/8049574,Truskawiec,Dworzec_kolejowy_Truskawiec_Zdroj_dawny.html
Trutnov;50.5608851,15.9130498;https://cs.wikipedia.org/wiki/Trutnov
Trzcianka;53.033583, 16.466000;https://www.atlaskolejowy.net/pl/wielkopolskie/?id=baza&poz=3690
Trzcianka Zachodnia;52.384444, 16.325278;https://pl.wikipedia.org/wiki/Trzcianka_Zachodnia
Trzciel;52.3651660,15.8732130;https://pl.wikipedia.org/wiki/Trzciel
Trzciniec;53.085278, 17.948333;https://pl.wikipedia.org/wiki/Trzciniec_(stacja_kolejowa)
Trzciniec Zgorzelecki;50.950000, 14.892778;https://pl.wikipedia.org/wiki/Trzciniec_Zgorzelecki
Trzciel Zachodni;52.364444, 15.87;https://pl.wikipedia.org/wiki/Trzciel_Zachodni
Trzebiatów;54.059722, 15.276944;https://pl.wikipedia.org/wiki/Trzebiatów_(stacja_kolejowa)
Trzebiatów Mokre;54.068056, 15.264167;https://pl.wikipedia.org/wiki/Trzebiatów_Mokre
Trzebiechów;52.018333, 15.734722;https://pl.wikipedia.org/wiki/Trzebiechów_(przystanek_kolejowy)
Trzebież Szczeciński;53.6538044,14.5014611;https://pl.wikipedia.org/wiki/Trzebież_Szczeciński
Trzebinia;50.1597686,19.4709097;https://pl.wikipedia.org/wiki/Trzebinia
Trzebnica;51.3096424,17.0625960;https://pl.wikipedia.org/wiki/Trzebnica
Trzebnica Gaj;51.310000, 17.068889;https://pl.wikipedia.org/wiki/Trzebnica_Gaj
Trzeciewnica;53.158333, 17.623889;https://pl.wikipedia.org/wiki/Trzeciewnica_(stacja_kolejowa)
Trzygłów;53.861944, 15.164444;https://pl.wikipedia.org/wiki/Trzygłów_(stacja_kolejowa)
Trąbki;53.395278, 15.238056;https://pl.wikipedia.org/wiki/Trąbki_(stacja_kolejowa)
Tuchola;53.5880901,17.8590414;https://pl.wikipedia.org/wiki/Tuchola
Tunel;50.433514, 19.991228;https://pl.wikipedia.org/wiki/Tunel_(stacja_kolejowa)
Tuplice;51.6746460,14.8312165;https://pl.wikipedia.org/wiki/Tuplice
Turek;52.0162046,18.5114458;https://pl.wikipedia.org/wiki/Turek
Turka;49.1531436,23.0336345;https://uk.wikipedia.org/wiki/Турка
Turmont;55.6917145,26.4623715;https://lt.wikipedia.org/wiki/Turmantas
Turnov;50.5874068,15.1574182;https://cs.wikipedia.org/wiki/Turnov
Turowo;53.907000, 22.764611;https://www.atlaskolejowy.net/pl/warminsko-mazurskie/?id=baza&poz=7953
Turowo Pomorskie;53.646944, 16.722778;https://pl.wikipedia.org/wiki/Turowo_Pomorskie
Turowo Wielkopolskie;52.460806, 16.306500;https://www.atlaskolejowy.net/pl/wielkopolskie/?id=baza&poz=8328
Turza Wielka;53.304444, 20.084444;https://pl.wikipedia.org/wiki/Turza_Wielka_(stacja_kolejowa)
Tułowice Sochaczewskie;52.3444641,20.2840319;https://pl.wikipedia.org/wiki/Tułowice_Sochaczewskie
Tvrdošin;49.3371111,19.5631152;
Twarda Góra;53.6796300,18.6853400;https://pl.wikipedia.org/wiki/Twarda_Góra
Twardów;51.947778, 17.620556;https://pl.wikipedia.org/wiki/Twardów_(przystanek_kolejowy)
Tworóg Brynek;50.5052739,18.7546013;
Tychy;50.136389, 18.964167;https://pl.wikipedia.org/wiki/Tychy_(stacja_kolejowa)
Tynište nad Orlici;50.1513634,16.0776973;https://cs.wikipedia.org/wiki/Týniště_nad_Orlicí
Tąpadły;53.927222, 15.325278;https://pl.wikipedia.org/wiki/Tąpadły_(stacja_kolejowa)
Tłumacz;48.86963761470143, 24.998649628836276;https://www.atlaskolejowy.net/ua/iwanofrankiwski/?id=baza&poz=28740
Tłumaczów;50.5545800,16.4321101;https://pl.wikipedia.org/wiki/Tłumaczów
Tłuszcz;52.430556, 21.435000;https://pl.wikipedia.org/wiki/Tłuszcz_(stacja_kolejowa)
Třemešna ve Slezsku;50.1999094,17.5737932;
Tűzhegy;48.988056, 22.833333;https://pl.wikipedia.org/wiki/Użok_(przystanek_kolejowy)
Uchanie;50.906111, 23.656111;https://pl.wikipedia.org/wiki/Uchanie_(stacja_kolejowa)
Ugoszcz;54.1229400,17.5289900;https://pl.wikipedia.org/wiki/Ugoszcz_(województwo_pomorskie)
Uhnów;50.3672310,23.7470971;https://uk.wikipedia.org/wiki/Угнів
Ujazd Wielkopolski;52.212222, 16.424167;https://pl.wikipedia.org/wiki/Ujazd_Wielkopolski
Ujście;53.061111, 16.725556;https://pl.wikipedia.org/wiki/Ujście_Noteckie
Ulikowo;53.3483674,15.1169193;https://pl.wikipedia.org/wiki/Ulikowo_(stacja_kolejowa)
Umianowice;50.582500, 20.520278;https://pl.wikipedia.org/wiki/Umianowice_(stacja_kolejowa)
Ungvár;48.6223731,22.3022572;https://uk.wikipedia.org/wiki/Ужгород
Unisław Pomorski;53.2061787,18.3826938;
Usedom;53.9905064,14.0829451;https://de.wikipedia.org/wiki/Usedom
Usti nad Orlici;49.9737603,16.3941695;https://cs.wikipedia.org/wiki/Ústí_nad_Orlicí
Ustka;54.5734467,16.8591806;https://pl.wikipedia.org/wiki/Ustka
Ustroń;49.7186488,18.8251075;https://pl.wikipedia.org/wiki/Ustroń
Ustroń Polana;49.6964127,18.8302005;https://pl.wikipedia.org/wiki/Ustroń_Polana
Ustrzyki Dolne;49.4301874,22.5877003;https://pl.wikipedia.org/wiki/Ustrzyki_Dolne
Uzdowo;53.345833, 20.107222;https://pl.wikipedia.org/wiki/Uzdowo_(stacja_kolejowa)
Vaclavice;49.7883672,14.6151975;https://cs.wikipedia.org/wiki/Václavice
Valašske Meziřiči;49.4716056,17.9715930;https://cs.wikipedia.org/wiki/Valašské_Meziříčí
Velka Kraš;50.3623589,17.1268963;
Vidnava;50.3724340,17.1861229;https://cs.wikipedia.org/wiki/Vidnava
Vievis;54.7693774,24.8158205;https://lt.wikipedia.org/wiki/Vievis
Virbalis;54.6260770,22.8233743;https://lt.wikipedia.org/wiki/Virbalis
Vitebsk;55.1930197,30.2070437;https://ru.wikipedia.org/wiki/Витебск
Voločiska;49.5407814,26.2934481;https://uk.wikipedia.org/wiki/Волочиська_міська_громада
Volóc;48.7136708,23.1846999;https://uk.wikipedia.org/wiki/Воловець_(станція)
Vrbno pod Pradedem;50.1209513,17.3831569;https://cs.wikipedia.org/wiki/Vrbno_pod_Pradědem
Vrchlabi;50.6271452,15.6095779;https://cs.wikipedia.org/wiki/Vrchlabí
Szyb Wacław;50.196000, 19.090861;https://www.atlaskolejowy.net/pl/slaskie/?id=baza&poz=14001
Wadowice;49.8834484,19.4925345;https://pl.wikipedia.org/wiki/Wadowice
Walim;50.6974888,16.4411137;https://pl.wikipedia.org/wiki/Walim_(województwo_dolnośląskie)
Warka;51.7850969,21.1833835;https://pl.wikipedia.org/wiki/Warka
Warszawa Gdańska;52.2590955,20.9923588;https://pl.wikipedia.org/wiki/Warszawa_Gdańska
Warszawa Gołąbki;52.2084041,20.8640568;https://pl.wikipedia.org/wiki/Warszawa_Gołąbki
Warszawa Główna;52.2250393,20.9850425;https://pl.wikipedia.org/wiki/Warszawa_Główna
Warszawa Kaliska;52.226944, 20.995000;https://pl.wikipedia.org/wiki/Warszawa_Kaliska
Warszawa Marszałkowska;52.2154144,21.0205885;https://pl.wikipedia.org/wiki/Ulica_Marszałkowska_w_Warszawie
Warszawa Mokotów;52.213611, 21.021389;https://pl.wikipedia.org/wiki/Warszawa_Mokotów
Warszawa Most;52.250000, 21.025000;https://pl.wikipedia.org/wiki/Warszawa_Most
Warszawa Praga;52.2775107,21.0223526;https://pl.wikipedia.org/wiki/Warszawa_Praga_(stacja_kolejowa)
Warszawa Rembertów;52.2571084,21.1584780;https://pl.wikipedia.org/wiki/Warszawa_Rembertów_(stacja_kolejowa)
Warszawa Stalowa;52.2587015,21.0370064;https://pl.wikipedia.org/wiki/Ulica_Stalowa_w_Warszawie
Warszawa Szczęśliwice;52.2135641,20.9337959;https://pl.wikipedia.org/wiki/Warszawa_Szczęśliwice_(stacja_postojowa)
Warszawa Targowa;52.254722, 21.035278;https://pl.wikipedia.org/wiki/Warszawa_Targowa
Warszawa Targówek;52.2642483,21.0517396;https://pl.wikipedia.org/wiki/Warszawa_Targówek
Warszawa Wileńska;52.2558006,21.0385505;https://pl.wikipedia.org/wiki/Warszawa_Wileńska
Warszawa Wschodnia;52.2515889,21.0523678;https://pl.wikipedia.org/wiki/Warszawa_Wschodnia
Warszawa Włochy;52.2060840,20.9145689;https://pl.wikipedia.org/wiki/Warszawa_Włochy_(przystanek_kolejowy)
Warszawa Zachodnia;52.2201572,20.9651719;https://pl.wikipedia.org/wiki/Warszawa_Zachodnia
Warszawa Śródmieście;52.2294866,21.0075379;https://pl.wikipedia.org/wiki/Warszawa_Śródmieście
Warta Bolesławiecka;51.232500, 15.668611;https://pl.wikipedia.org/wiki/Warta_Bolesławiecka_(przystanek_kolejowy)
Wawer Wąskotorowy;52.224639, 21.146889;https://www.atlaskolejowy.net/pl/mazowieckie/?id=baza&poz=8591
Wałbrzych;50.7659054,16.2825424;https://pl.wikipedia.org/wiki/Wałbrzych
Wałbrzych Fabryczny;50.7613941,16.2670481;https://pl.wikipedia.org/wiki/Wałbrzych_Fabryczny
Wałbrzych Miasto;50.7862286,16.2852337;https://pl.wikipedia.org/wiki/Wałbrzych_Miasto
Wałbrzych Szczawienko;50.8163919,16.3027078;https://pl.wikipedia.org/wiki/Wałbrzych_Szczawienko
Wałcz;53.2728538,16.4768177;https://pl.wikipedia.org/wiki/Wałcz
Wehlau;54.6138732,21.2259129;https://ru.wikipedia.org/wiki/Знаменск_(Калининградская_область)
Wehrkirchen;54.3530476,22.6970048;https://pl.wikipedia.org/wiki/Żytkiejmy
Weißwasser;51.5, 14.633333;https://pl.wikipedia.org/wiki/Wei%C3%9Fwasser_(Oberlausitz)
Wejherowo;54.605556, 18.228611;https://pl.wikipedia.org/wiki/Wejherowo_(stacja_kolejowa)
Werbkowice;50.745278, 23.766111;https://pl.wikipedia.org/wiki/Werbkowice_(stacja_kolejowa)
Werbkowice Wąskotorowe;50.745833, 23.766944;https://pl.wikipedia.org/wiki/Werbkowice_Wąskotorowe
Werchrata;50.248056, 23.485833;https://pl.wikipedia.org/wiki/Werchrata_(stacja_kolejowa)
Wiatrowiec Warmiński;54.239722, 20.957500;https://pl.wikipedia.org/wiki/Wiatrowiec_Warmiński
Wielbark;53.3984244,20.9462724;https://pl.wikipedia.org/wiki/Wielbark
Wielichowo;52.1182673,16.3521384;https://pl.wikipedia.org/wiki/Wielichowo
Wieliczka;49.9823773,20.0602114;https://pl.wikipedia.org/wiki/Wieliczka
Wieliszew;52.4497362,20.9694128;https://pl.wikipedia.org/wiki/Wieliszew
Wielkie Piekary;51.2149379,16.2211582;
Wielkie Walichnowy;53.9177700,18.8517700;https://pl.wikipedia.org/wiki/Wielkie_Walichnowy
Wieluń;51.2204544,18.5700965;https://pl.wikipedia.org/wiki/Wieluń
Wien;48.2083537,16.3725042;https://de.wikipedia.org/wiki/Wien
Wieruszów;51.299722, 18.131944;https://pl.wikipedia.org/wiki/Wieruszów_(stacja_kolejowa)
Wierzbno;52.567506, 15.782619;https://pl.wikipedia.org/wiki/Wierzbno_(stacja_kolejowa)
Wierzchowo Człuchowskie;53.6178993,17.4472969;https://pl.wikipedia.org/wiki/Wierzchowo_Człuchowskie
Wierzchowo Pomorskie;53.447500, 16.092778;https://pl.wikipedia.org/wiki/Wierzchowo_Pomorskie
Wierzchucin;53.5448342,18.1150925;https://pl.wikipedia.org/wiki/Wierzchucin_(województwo_kujawsko-pomorskie)
Wierzchucin Królewski;53.3025437774385, 17.775215857672556;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=8861
Wilczyn;52.4838027,18.1669718;https://pl.wikipedia.org/wiki/Wilczyn_(województwo_wielkopolskie)
Wilków Wąskotorowy;51.254444, 21.853333;https://pl.wikipedia.org/wiki/Wilków_Wąskotorowy
Wilno;54.6870458,25.2829111;https://lt.wikipedia.org/wiki/Vilnius
Wisła Głębce;49.6216894,18.8760729;https://pl.wikipedia.org/wiki/Wisła_Głębce_(stacja_kolejowa)
Wisła Uzdrowisko;49.6586450,18.8544783;https://pl.wikipedia.org/wiki/Wisła_Uzdrowisko
Witaszyce;51.936111, 17.561389;https://pl.wikipedia.org/wiki/Witaszyce_(stacja_kolejowa)
Witoszyce;51.7454300,16.5032700;https://pl.wikipedia.org/wiki/Witoszyce
Witosław;53.238056, 17.484167;https://pl.wikipedia.org/wiki/Witosław_(przystanek_kolejowy)
Wiązów;50.8138794,17.2017238;https://pl.wikipedia.org/wiki/Wiązów
Więcbork;53.3525453,17.4873925;https://pl.wikipedia.org/wiki/Więcbork
Wiślica;50.3484831,20.6745381;https://pl.wikipedia.org/wiki/Wiślica
Wleń;51.0168814,15.6744645;https://pl.wikipedia.org/wiki/Wleń
Wodniki;51.5894765,16.7491072;https://pl.wikipedia.org/wiki/Wodniki_(województwo_dolnośląskie)
Wodzisław Śląski;50.0024107,18.4630383;https://pl.wikipedia.org/wiki/Wodzisław_Śląski
Wojcieszów Górny;50.943889, 15.922222;https://pl.wikipedia.org/wiki/Wojcieszów_Górny
Wojnica;50.5048876,25.4730646;https://uk.wikipedia.org/wiki/Війниця_(Млинівський_район)
Wojsławice;50.928333, 23.554444;https://pl.wikipedia.org/wiki/Wojsławice_(stacja_kolejowa)
Wolibórz;50.5890060,16.5551726;https://pl.wikipedia.org/wiki/Wolibórz
Wolin;53.848611, 14.609722;https://pl.wikipedia.org/wiki/Wolin_(przystanek_kolejowy)
Wolsztyn;52.1172500,16.1126622;https://pl.wikipedia.org/wiki/Wolsztyn
Wołomin;52.345556, 21.236111;https://pl.wikipedia.org/wiki/Wołomin_(stacja_kolejowa)
Worochta;48.293056, 24.564722;https://pl.wikipedia.org/wiki/Worochta_(stacja_kolejowa)
Woronienka;48.279444, 24.507778;https://pl.wikipedia.org/wiki/Woronienka_(stacja_kolejowa)
Woropajewo;55.1424330,27.2068219;https://ru.wikipedia.org/wiki/Воропаево_(Витебская_область)
Worowo;53.689167, 15.634444;https://pl.wikipedia.org/wiki/Worowo_(stacja_kolejowa)
Wołkowysk;53.1647286,24.4581690;https://be.wikipedia.org/wiki/Ваўкавыск
Wołków;49.6200900,24.5970190;https://uk.wikipedia.org/wiki/Вовків_(Перемишлянська_міська_громада)
Wołów;51.333333, 16.633056;https://pl.wikipedia.org/wiki/Wołów_(stacja_kolejowa)
Wożuczyn;50.548889, 23.591667;https://pl.wikipedia.org/wiki/Wożuczyn_(stacja_kolejowa)
Woźniki Śląskie;50.5870812,19.0595251;https://pl.wikipedia.org/wiki/Woźniki
Wriezen;52.7157046,14.1403981;https://de.wikipedia.org/wiki/Bahnhof_Wriezen
Wrocław Główny;51.098333, 17.037222;https://pl.wikipedia.org/wiki/Wrocław_Główny
Wrocław Brochów;51.0642794,17.0846248;https://pl.wikipedia.org/wiki/Wrocław_Brochów
Wrocław Mikołajów;51.115278, 16.998056;https://pl.wikipedia.org/wiki/Wrocław_Mikołajów
Wrocław Muchobór;51.110556, 16.975000;https://pl.wikipedia.org/wiki/Wrocław_Muchobór
Wrocław Nadodrze;51.1256579,17.0329905;https://pl.wikipedia.org/wiki/Wrocław_Nadodrze
Wrocław Popowice;51.1161634,16.9777968;
Wrocław Psie Pole;51.1504520,17.1185445;https://pl.wikipedia.org/wiki/Wrocław_Psie_Pole
Wrocław Sołtysowice;51.1425485,17.0835373;https://pl.wikipedia.org/wiki/Wrocław_Sołtysowice
Wrocław Świebodzki;51.108056, 17.020278;https://pl.wikipedia.org/wiki/Wrocław_Świebodzki
Wrocław Wąskotorowy;51.122778, 17.029722;https://pl.wikipedia.org/wiki/Wrocław_Wąskotorowy
Wrocław Zachodni;51.090278, 16.950278;https://pl.wikipedia.org/wiki/Wrocław_Zachodni
Wronki;52.7100316,16.3742572;https://pl.wikipedia.org/wiki/Wronki
Wrzeście;54.677778, 17.667500;https://pl.wikipedia.org/wiki/Wrzeście_(stacja_kolejowa)
Września;52.3250694,17.5652282;https://pl.wikipedia.org/wiki/Września
Wschowa;51.8038354,16.3172771;https://pl.wikipedia.org/wiki/Wschowa
Wygnanka;49.038333, 25.859444;https://pl.wikipedia.org/wiki/Wygnanka_(stacja_kolejowa)
Wygoda;48.935222, 23.913;https://pl.wikipedia.org/wiki/Wygoda_(stacja_kolejowa_na_Ukrainie)
Wysoka Wąskotorowa;53.183889, 17.076111;https://pl.wikipedia.org/wiki/Wysoka_Wąskotorowa
Wysoka Kamieńska;53.8229111,14.8413482;https://pl.wikipedia.org/wiki/Wysoka_Kamieńska
Wysokie Koło;51.4597401,21.8327896;https://pl.wikipedia.org/wiki/Wysokie_Koło
Wyszków;52.6017310,21.4466076;https://pl.wikipedia.org/wiki/Wyszków_(stacja_kolejowa)
Wyszogród;52.3883717,20.1913084;https://pl.wikipedia.org/wiki/Wyszogród_(województwo_mazowieckie)
Wyszogóra;53.744444, 15.210556;https://pl.wikipedia.org/wiki/Wyszogóra_(przystanek_kolejowy)
Wąbrzeźno;53.2652414,18.9821220;https://pl.wikipedia.org/wiki/Wąbrzeźno_(stacja_kolejowa)
Wąbrzeźno Miasto;53.2799705,18.9553250;
Wągrowiec;52.8122065,17.2019135;https://pl.wikipedia.org/wiki/Wągrowiec
Wąsosz;51.5641000,16.6930700;https://pl.wikipedia.org/wiki/Wąsosz_(województwo_dolnośląskie)
Wąsewo Wieś; 52.595000, 18.506667;https://pl.wikipedia.org/wiki/Wąsewo_Wieś
Wąsewo Dwór;52.578056, 18.502778;https://pl.wikipedia.org/wiki/Wąsewo_Dwór
Wąsowo;52.3649612,16.2482330;https://pl.wikipedia.org/wiki/Wąsowo
Wąwelno;53.315573709126234, 17.67167294232744;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=8868
Węgierce;53.3493500,16.9048700;https://pl.wikipedia.org/wiki/Węgierce_(województwo_wielkopolskie)
Węgliniec;51.2871203,15.2241355;https://pl.wikipedia.org/wiki/Węgliniec
Węgorzewo;54.2138162,21.7416569;https://pl.wikipedia.org/wiki/Węgorzewo
Władysławowo;54.7901316,18.4087342;https://pl.wikipedia.org/wiki/Władysławowo
Włocławek;52.6603872,19.0719480;https://pl.wikipedia.org/wiki/Włocławek
Włodawa;51.5412780,23.5290368;https://pl.wikipedia.org/wiki/Włodawa
Włodzimierz Wołyński;50.841667, 24.334722;https://pl.wikipedia.org/wiki/Włodzimierz_Wołyński_(stacja_kolejowa)
Włoszakowice;51.9327418,16.3736795;https://pl.wikipedia.org/wiki/Włoszakowice_(stacja_kolejowa)
Włoszczowa;50.8520727,19.9667772;https://pl.wikipedia.org/wiki/Włoszczowa
Włościbórz;54.091389, 15.749722;https://pl.wikipedia.org/wiki/Włościbórz_(stacja_kolejowa)
Włóki;53.243694, 18.200722;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=8848
Zaborowo;52.4161454,18.4091685;https://pl.wikipedia.org/wiki/Zaborowo_(powiat_koniński)
Zabrze; 50.305278, 18.786944;https://pl.wikipedia.org/wiki/Zabrze_(stacja_kolejowa)
Zabrze Biskupice;50.3363176,18.8360096;https://pl.wikipedia.org/wiki/Zabrze_Biskupice
Zabrze Makoszowy;50.2700195,18.7751728;https://pl.wikipedia.org/wiki/Zabrze_Makoszowy
Zabrze Mikulczyce;50.3353784,18.7811322;https://pl.wikipedia.org/wiki/Mikulczyce
Zabrze Północne;50.324167, 18.788056;https://pl.wikipedia.org/wiki/Zabrze_Północne
Zabrze Wschód;50.296389, 18.832778;https://pl.wikipedia.org/wiki/Zabrze_Wschód
Zagórz;49.5098822,22.2632894;https://pl.wikipedia.org/wiki/Zagórz
Zagórzany;49.8756645,20.2343314;https://pl.wikipedia.org/wiki/Zagórzany_(powiat_wielicki)
Zahacie;55.345833, 28.346667;https://pl.wikipedia.org/wiki/Zahacie_(stacja_kolejowa)
Zajączkowo Lubawskie;53.4508648,19.6944656;https://pl.wikipedia.org/wiki/Zajączkowo_(powiat_nowomiejski)
Zajączkowo Tczewskie;54.1239660,18.7622724;https://pl.wikipedia.org/wiki/Zajączkowo_Tczewskie
Zakopane;49.301111, 19.962778;https://pl.wikipedia.org/wiki/Zakopane_(stacja_kolejowa)
Zakrucin;51.945000, 23.917222;https://pl.wikipedia.org/wiki/Zakrucin
Zakrzów;50.4841505,20.5322028;https://pl.wikipedia.org/wiki/Zakrzów_(powiat_pińczowski)
Zaleszczyki;48.6453913,25.7384967;
Zamostne;54.6494777,18.1024871;https://pl.wikipedia.org/wiki/Zamostne
Zamość;50.7212452,23.2595799;https://pl.wikipedia.org/wiki/Zamość
Zaniemyśl;52.1551661,17.1618234;https://pl.wikipedia.org/wiki/Zaniemyśl
Zasieki;51.735833, 14.669444;https://pl.wikipedia.org/wiki/Zasieki_(przystanek_kolejowy)
Zawada;50.715833, 23.126111;https://pl.wikipedia.org/wiki/Zawada_(stacja_kolejowa)
Zawady Tworki;53.7361911,22.6068318;https://pl.wikipedia.org/wiki/Zawady-Tworki
Zawadzka Wola;53.558081, 19.167239;https://pl.wikipedia.org/wiki/Zawdzka_Wola_(stacja_kolejowa)
Zawadzkie;50.6065834,18.4801284;https://pl.wikipedia.org/wiki/Zawadzkie
Zawiasy;54.748889, 24.941944;https://pl.wikipedia.org/wiki/Łoździany_(przystanek_kolejowy)
Zawidów;51.0257493,15.0610053;https://pl.wikipedia.org/wiki/Zawidów
Zawiercie;50.5055879,19.4717069;https://pl.wikipedia.org/wiki/Zawiercie
Zawisna;51.058889, 18.445556;https://pl.wikipedia.org/wiki/Praszka_Zawisna
Zbaraż;49.6607393,25.7768485;https://uk.wikipedia.org/wiki/Збараж
Zbiersk;51.9544145,18.1225176;https://pl.wikipedia.org/wiki/Zbiersk
Zblewo;53.9337255,18.3268463;https://pl.wikipedia.org/wiki/Zblewo
Zbąszynek;52.2436262,15.8138946;https://pl.wikipedia.org/wiki/Zbąszynek
Zbąszyń;52.2501028,15.9209286;https://pl.wikipedia.org/wiki/Zbąszyń
Zdołbunów;50.5330913,26.2487622;https://uk.wikipedia.org/wiki/Здолбунів
Zduńska Wola;51.611389, 18.946667;https://pl.wikipedia.org/wiki/Zduńska_Wola_(stacja_kolejowa)
Zduńska Wola Karsznice;51.588861, 18.994750;https://www.atlaskolejowy.net/pl/lodzkie/?id=baza&poz=4109
Zebrzydowa;51.254722, 15.388889;https://pl.wikipedia.org/wiki/Zebrzydowa_(stacja_kolejowa)
Zebrzydowice;49.869722, 18.624722;https://pl.wikipedia.org/wiki/Zebrzydowice_(stacja_kolejowa)
Zegrze;52.457778, 21.012500;https://pl.wikipedia.org/wiki/Zegrze_Południowe_(stacja_kolejowa)
Zgierz;51.849444, 19.425556;https://pl.wikipedia.org/wiki/Zgierz_(stacja_kolejowa)
Zgorzelec Ujazd;51.1401724,15.0030407;https://pl.wikipedia.org/wiki/Zgorzelec_(stacja_kolejowa)
Zielona Góra;51.9383777,15.5050408;https://pl.wikipedia.org/wiki/Zielona_Góra
Zielonka;52.311667, 21.157500;https://pl.wikipedia.org/wiki/Zielonka_(stacja_kolejowa)
Zinten;54.4459019,20.2940537;https://ru.wikipedia.org/wiki/Корнево_(Калининградская_область)
Zittau;50.8960964,14.8064807;https://de.wikipedia.org/wiki/Zittau
Ziębice;50.6007752,17.0405633;https://pl.wikipedia.org/wiki/Ziębice
Zlate Hory;50.2593553,17.3832261;
Zwardoń;49.5038417,18.9732551;https://pl.wikipedia.org/wiki/Zwardoń
Zwierzyniec;50.6145878,22.9706317;https://pl.wikipedia.org/wiki/Zwierzyniec_(miasto)
Ząbkowice Będzińskie;50.366111, 19.264167;https://pl.wikipedia.org/wiki/Dąbrowa_Górnicza_Ząbkowice
Ząbkowice Śląskie;50.5892698,16.8111518;https://pl.wikipedia.org/wiki/Ząbkowice_Śląskie
Złocieniec;53.5310477,16.0107245;https://pl.wikipedia.org/wiki/Złocieniec
Złoczów;49.8056522,24.8988858;https://uk.wikipedia.org/wiki/Золочів
Złotoryja;51.1247624,15.9169833;https://pl.wikipedia.org/wiki/Złotoryja
Złoty Stok;50.4429267,16.8746559;https://pl.wikipedia.org/wiki/Złoty_Stok
Złotów;53.3591987,17.0438160;https://pl.wikipedia.org/wiki/Złotów
Čadca;49.4375146,18.7896041;https://sk.wikipedia.org/wiki/Čadca
Łagiewniki Dzierżoniowskie;50.797778, 16.84585;https://pl.wikipedia.org/wiki/Łagiewniki_Dzierżoniowskie
Łanowce;49.8734191,26.0780148;https://en.wikipedia.org/wiki/Lanivtsi
Łapy;52.9899169,22.8835129;https://pl.wikipedia.org/wiki/Łapy_(stacja_kolejowa)
Łasin;53.5196526,19.0870311;https://pl.wikipedia.org/wiki/Łasin
Łaszczów;50.530833, 23.733333;https://pl.wikipedia.org/wiki/Łaszczów_(stacja_kolejowa)
Ławoczne;48.8125990,23.3459490;https://uk.wikipedia.org/wiki/Лавочне_(Україна)
Ławszowa;51.3927437,15.4195894;https://pl.wikipedia.org/wiki/Ławszowa
Łaziska;50.129722, 18.869722;https://pl.wikipedia.org/wiki/Łaziska_Średnie_(stacja_kolejowa)
Łeba;54.7559677,17.5534151;https://pl.wikipedia.org/wiki/Łeba_(stacja_kolejowa)
Łobez;53.636389, 15.627778;https://pl.wikipedia.org/wiki/Łobez_(stacja_kolejowa)
Łobżenica;53.256389, 17.250556;https://pl.wikipedia.org/wiki/Łobżenica_(stacja_kolejowa)
Łomianki;52.3355273,20.8950120;https://pl.wikipedia.org/wiki/Łomianki
Łomża;53.1824307,22.0521838;https://pl.wikipedia.org/wiki/Łomża
